generation,evaluated_individuals,min_fitness,max_fitness,avg_fitness,std_fitness
150,352,1.3897749533045003e-05,1.625937046019279e-05,1.5375960159628045e-05,4.6556837772483155e-07
151,352,1.3897749533045003e-05,1.6339387027010128e-05,1.5378149802414665e-05,4.3331249408152687e-07
152,339,1.393735638853304e-05,1.6339387027010128e-05,1.5403854319347878e-05,3.790293979248299e-07
153,342,1.3920539412988742e-05,1.6339387027010128e-05,1.5432328819920982e-05,3.6867962857071403e-07
154,344,1.393735638853304e-05,1.6339387027010128e-05,1.5437232393089606e-05,3.637536720362018e-07
155,359,1.4346768434215505e-05,1.6339387027010128e-05,1.545152681127708e-05,3.5437218903947323e-07
156,332,1.4424213233858796e-05,1.6339387027010128e-05,1.5475914774653047e-05,3.412225436263187e-07
157,345,1.4424213233858796e-05,1.6339387027010128e-05,1.5486895740950028e-05,3.349057506842107e-07
158,343,1.3926943992036892e-05,1.6339387027010128e-05,1.5476288879549394e-05,3.4959166155857306e-07
159,350,1.3881184112513976e-05,1.6339387027010128e-05,1.546237265184193e-05,3.5664180465454633e-07
160,346,1.3926943992036892e-05,1.6339387027010128e-05,1.543890234591739e-05,3.252644260626269e-07
161,338,1.3926943992036892e-05,1.6339387027010128e-05,1.543435736853161e-05,3.16656381760346e-07
162,338,1.3926943992036892e-05,1.6339387027010128e-05,1.5422171873484086e-05,3.151619689023174e-07
163,357,1.3559184354964376e-05,1.6339387027010128e-05,1.5412753319254166e-05,3.4319198614759686e-07
164,327,1.3926943992036892e-05,1.6339387027010128e-05,1.5403755042506776e-05,3.619415244900032e-07
165,345,1.3926943992036892e-05,1.6339387027010128e-05,1.541875802989748e-05,3.4348808879370175e-07
166,348,1.4030750069163758e-05,1.6339387027010128e-05,1.5415425047337995e-05,3.5116546502853464e-07
167,339,1.3929075613570064e-05,1.6339387027010128e-05,1.5415609102286648e-05,3.452517894719094e-07
168,352,1.3208891547082489e-05,1.6339387027010128e-05,1.540230551690251e-05,3.781248438015536e-07
169,336,1.3535094845344479e-05,1.6339387027010128e-05,1.53965634703676e-05,3.72615015262969e-07
170,350,1.3535094845344479e-05,1.6339387027010128e-05,1.538361053049216e-05,3.630559688106573e-07
171,350,1.3478208652771849e-05,1.6339387027010128e-05,1.537716331881374e-05,3.6154917766728243e-07
172,332,1.3478208652771849e-05,1.6339387027010128e-05,1.5338706844550794e-05,3.7933642184597823e-07
173,351,1.3909026258610502e-05,1.6220008813481073e-05,1.5329040778213978e-05,3.965876488651911e-07
174,358,1.3775349344985753e-05,1.6220008813481073e-05,1.533561597562619e-05,4.115703614155789e-07
175,349,1.3775349344985753e-05,1.6220008813481073e-05,1.53473792415612e-05,4.00365399379641e-07
176,351,1.3909026258610502e-05,1.6220008813481073e-05,1.5381464738956432e-05,3.7946861904095925e-07
177,327,1.2805627174716916e-05,1.6185861994847817e-05,1.541056544521393e-05,3.7140219145189e-07
178,350,1.2805627174716916e-05,1.6413127528364463e-05,1.541604525016296e-05,3.978193216067595e-07
179,348,1.2805627174716916e-05,1.6413127528364463e-05,1.5417389974240537e-05,4.246062355352757e-07
180,335,1.2805627174716916e-05,1.6413127528364463e-05,1.5428187388902964e-05,4.513192211702785e-07
181,332,1.3235735007720384e-05,1.62873313982583e-05,1.543618733120623e-05,4.3275332748988823e-07
182,345,1.3235735007720384e-05,1.62873313982583e-05,1.5449792389702092e-05,4.500336543974657e-07
183,350,1.356450425016299e-05,1.62873313982583e-05,1.5445291062799963e-05,4.6207468190679207e-07
184,347,1.3510382241944112e-05,1.62873313982583e-05,1.546585793463631e-05,4.2066294011871504e-07
185,360,1.4097154633163097e-05,1.6275367894682748e-05,1.5430601759090047e-05,4.2763906780082533e-07
186,339,1.4030607501252233e-05,1.6275367894682748e-05,1.5402099209656657e-05,4.421974756372912e-07
187,336,1.3630349823482375e-05,1.6275367894682748e-05,1.538541112068593e-05,4.259093320560496e-07
188,354,1.4030607501252233e-05,1.6275367894682748e-05,1.5410874471263447e-05,4.252300391847906e-07
189,341,1.4030607501252233e-05,1.6275367894682748e-05,1.5397700204192772e-05,4.240981154604638e-07
190,334,1.4030607501252233e-05,1.6275367894682748e-05,1.539698230834214e-05,4.192458889705656e-07
191,346,1.4030607501252233e-05,1.6315503389669567e-05,1.541921944784781e-05,3.8514436628935374e-07
192,333,1.4137015475019122e-05,1.6315503389669567e-05,1.5425707876347673e-05,3.964008082253771e-07
193,347,1.4278156154917316e-05,1.6275367894682748e-05,1.5437539195836727e-05,3.9681426693914406e-07
194,334,1.4278156154917316e-05,1.6275367894682748e-05,1.5447803738974453e-05,3.9227737395104215e-07
195,336,1.4278156154917316e-05,1.6275367894682748e-05,1.5443518165575762e-05,4.041677337226903e-07
196,334,1.288471774260168e-05,1.6275367894682748e-05,1.544517981302852e-05,4.0497277539421074e-07
197,348,1.3156290501785976e-05,1.6275367894682748e-05,1.543763477209087e-05,4.207995914622768e-07
198,351,1.3156290501785976e-05,1.6275367894682748e-05,1.5456702707384112e-05,4.0640767843602794e-07
199,362,1.3156290501785976e-05,1.6275367894682748e-05,1.546193108685975e-05,4.2435168298365203e-07
200,358,1.3156290501785976e-05,1.6275367894682748e-05,1.541699679077393e-05,4.5548902311219514e-07
201,341,1.3156290501785976e-05,1.6275367894682748e-05,1.543868336849977e-05,4.1599615261457787e-07
202,349,1.3156290501785976e-05,1.6275367894682748e-05,1.541228724492469e-05,4.149469123096925e-07
203,341,1.3953153857063708e-05,1.6409139936710008e-05,1.5457712981548355e-05,3.996333808408588e-07
204,344,1.3413915095550686e-05,1.6409139936710008e-05,1.5458844892525005e-05,4.2802919446634965e-07
205,335,1.3413915095550686e-05,1.635896836267345e-05,1.5462952378904183e-05,4.3626449546480305e-07
206,323,1.359720817662969e-05,1.635896836267345e-05,1.5476821415230307e-05,4.5240956118001563e-07
207,348,1.3953153857063708e-05,1.635896836267345e-05,1.5488871437083835e-05,4.455656276220936e-07
208,336,1.3883197490280735e-05,1.6370345544498628e-05,1.5514270948843034e-05,4.62251041183383e-07
209,339,1.3611528429805995e-05,1.635896836267345e-05,1.551366398170192e-05,5.189404749340647e-07
210,344,1.3611528429805995e-05,1.635896836267345e-05,1.551574509732192e-05,5.356077925327055e-07
211,329,1.3611528429805995e-05,1.635896836267345e-05,1.5520095168118595e-05,5.470034014017449e-07
212,339,1.3611528429805995e-05,1.6275367894682748e-05,1.55079110995121e-05,5.684526219954709e-07
213,338,1.3611528429805995e-05,1.6275367894682748e-05,1.5498369072994347e-05,5.470533843774633e-07
214,350,1.3437044248203617e-05,1.6275367894682748e-05,1.553665250531742e-05,5.525235845438748e-07
215,358,1.3611528429805995e-05,1.6275367894682748e-05,1.5576716290273143e-05,5.559390757611336e-07
216,331,1.3611528429805995e-05,1.6456010947076046e-05,1.56087245324513e-05,5.753033129361244e-07
217,338,1.3130060693983064e-05,1.6456010947076046e-05,1.5651968855414336e-05,5.72117106241046e-07
218,332,1.313418062766767e-05,1.663317385282713e-05,1.5686206276359124e-05,5.405489251952015e-07
219,341,1.3772580899143965e-05,1.663317385282713e-05,1.5703865373697416e-05,5.340521313634205e-07
220,319,1.3772580899143965e-05,1.663317385282713e-05,1.5684630704078574e-05,5.329908771473922e-07
221,354,1.3772580899143965e-05,1.663317385282713e-05,1.5694953479886668e-05,5.281201056079501e-07
222,346,1.3772580899143965e-05,1.663317385282713e-05,1.566790394596787e-05,5.251583752415036e-07
223,347,1.3772580899143965e-05,1.643492409996689e-05,1.5652844537786487e-05,5.262488482168388e-07
224,337,1.3772580899143965e-05,1.643492409996689e-05,1.562174242583624e-05,5.381530104830414e-07
225,340,1.3772580899143965e-05,1.643492409996689e-05,1.560359373722451e-05,5.577038697120945e-07
226,357,1.3772580899143965e-05,1.643492409996689e-05,1.5592245199981446e-05,5.766517672617319e-07
227,358,1.3772580899143965e-05,1.643492409996689e-05,1.5590637794578732e-05,6.010378310446194e-07
228,348,1.3772580899143965e-05,1.643492409996689e-05,1.5606901304697162e-05,6.096151052245115e-07
229,352,1.3772580899143965e-05,1.6441281540874257e-05,1.5630245002552183e-05,5.668482160333013e-07
230,349,1.3772580899143965e-05,1.6454282731506805e-05,1.5667801572757897e-05,5.766698504070395e-07
231,353,1.3772580899143965e-05,1.648691782847199e-05,1.5725845639812995e-05,5.356158274107484e-07
232,344,1.3772580899143965e-05,1.6454282731506805e-05,1.5711050848369676e-05,5.676387811746138e-07
233,346,1.3772580899143965e-05,1.6454282731506805e-05,1.571558760817004e-05,5.406326098872403e-07
234,348,1.3459259754151175e-05,1.6454282731506805e-05,1.5732265533495787e-05,5.480889104522994e-07
235,350,1.3459259754151175e-05,1.6512814544496066e-05,1.5759374811426114e-05,5.254924308940987e-07
236,348,1.3459259754151175e-05,1.6512814544496066e-05,1.5709826027477492e-05,5.458433724540823e-07
237,353,1.3691649044743216e-05,1.6512814544496066e-05,1.5731179550111425e-05,5.603045818034114e-07
238,335,1.3691649044743216e-05,1.6471901613695387e-05,1.570186101838503e-05,5.911745812324814e-07
239,334,1.3691649044743216e-05,1.6756823695352885e-05,1.574817577877986e-05,5.74639950202e-07
240,328,1.3691649044743216e-05,1.6705260799422175e-05,1.5758487817676675e-05,5.75290014575239e-07
241,347,1.3691649044743216e-05,1.6705260799422175e-05,1.577385451181241e-05,5.437624090657191e-07
242,345,1.377149651764892e-05,1.653096045836315e-05,1.572580696644558e-05,5.233547267587857e-07
243,334,1.3860670669748244e-05,1.653096045836315e-05,1.5750855169663446e-05,5.302441354737677e-07
244,339,1.3860670669748244e-05,1.6471901613695387e-05,1.574748555763749e-05,5.618859520817903e-07
245,346,1.3860670669748244e-05,1.6471901613695387e-05,1.5783297361088563e-05,5.443459317426154e-07
246,343,1.391350454600095e-05,1.6471901613695387e-05,1.5769782095903127e-05,5.625556676321945e-07
247,351,1.3681636549126789e-05,1.6471901613695387e-05,1.5817785006559313e-05,5.579646049753757e-07
248,337,1.3681636549126789e-05,1.6471901613695387e-05,1.5827731434013925e-05,5.274771878419864e-07
249,351,1.3681636549126789e-05,1.6599557957715134e-05,1.5814494037155543e-05,5.462521747563474e-07
250,339,1.4252550338659108e-05,1.6599557957715134e-05,1.5841605256360405e-05,5.37489707813616e-07
251,345,1.3968031880816821e-05,1.6599557957715134e-05,1.5805163177181838e-05,5.384820750936193e-07
252,333,1.3968031880816821e-05,1.6599557957715134e-05,1.5774957735835542e-05,5.650154932546607e-07
253,344,1.3968031880816821e-05,1.6599557957715134e-05,1.5783443018057282e-05,5.546358515005345e-07
254,338,1.4318668005100853e-05,1.6599557957715134e-05,1.579789403787299e-05,5.122599627105591e-07
255,337,1.3786254309481353e-05,1.6599557957715134e-05,1.5764931579713347e-05,5.257874053549161e-07
256,351,1.3431871689891944e-05,1.6932059905699646e-05,1.5753866197570156e-05,5.554780588866911e-07
257,341,1.3335867235264851e-05,1.6932059905699646e-05,1.5810022948067626e-05,5.33678177179462e-07
258,335,1.3335867235264851e-05,1.6932059905699646e-05,1.5790245317550544e-05,5.583974537643434e-07
259,333,1.3335867235264851e-05,1.659560260000297e-05,1.5781016488995462e-05,5.536336343816294e-07
260,347,1.304693814690751e-05,1.6477942304780566e-05,1.575104967455451e-05,5.932972066513096e-07
261,349,1.304693814690751e-05,1.6516245085026457e-05,1.574962376386039e-05,6.076070016691235e-07
262,348,1.304693814690751e-05,1.6516245085026457e-05,1.5720086298838344e-05,6.225161638873758e-07
263,349,1.304693814690751e-05,1.6516245085026457e-05,1.5661521692668575e-05,6.538155755201345e-07
264,354,1.3335867235264851e-05,1.652272995095877e-05,1.57323221379217e-05,6.229537332271419e-07
265,333,1.3335867235264851e-05,1.6516245085026457e-05,1.576678789996089e-05,6.150638996220511e-07
266,352,1.2952221441031789e-05,1.6516245085026457e-05,1.5747331172768604e-05,6.321672500635177e-07
267,328,1.2952221441031789e-05,1.6516245085026457e-05,1.577597622144809e-05,6.431534053745128e-07
268,361,1.3335867235264851e-05,1.6516245085026457e-05,1.5799738520251608e-05,6.13314960108469e-07
269,353,1.3335867235264851e-05,1.662618913737411e-05,1.5803075914744893e-05,6.481863673178577e-07
270,333,1.3335867235264851e-05,1.6516245085026457e-05,1.581796506418971e-05,6.491293876329123e-07
271,353,1.3335867235264851e-05,1.6516245085026457e-05,1.5859688929628913e-05,6.107723472148706e-07
272,349,1.301509800504565e-05,1.6516245085026457e-05,1.590125636520224e-05,5.720823439869336e-07
273,348,1.3335867235264851e-05,1.651750831851234e-05,1.5925422137059718e-05,5.165853987157957e-07
274,332,1.3335867235264851e-05,1.652038816119825e-05,1.5956464385479714e-05,5.329907867205337e-07
275,344,1.3335867235264851e-05,1.652038816119825e-05,1.5958284499382845e-05,5.207481301778562e-07
276,358,1.3335867235264851e-05,1.6554553178856428e-05,1.5955586953390763e-05,5.077319657073132e-07
277,357,1.363887794608623e-05,1.6554553178856428e-05,1.5949392972398355e-05,5.09654084715534e-07
278,367,1.363887794608623e-05,1.6554553178856428e-05,1.5917975485308588e-05,5.674885567826722e-07
279,343,1.363887794608623e-05,1.65741601416704e-05,1.5943288933478976e-05,5.550022188318849e-07
280,342,1.302440871356182e-05,1.65741601416704e-05,1.5943312781022897e-05,5.494395272402405e-07
281,329,1.302440871356182e-05,1.651750831851234e-05,1.593035423444062e-05,5.627665613728645e-07
282,330,1.3658947838131777e-05,1.651750831851234e-05,1.598460047113646e-05,4.7402804627352364e-07
283,349,1.3819550109306353e-05,1.653208895386805e-05,1.601318897360186e-05,4.1203788977159015e-07
284,327,1.3471855635970063e-05,1.653208895386805e-05,1.5985138207219463e-05,4.779345022316706e-07
285,334,1.3471855635970063e-05,1.653208895386805e-05,1.595668448393864e-05,4.822683178460016e-07
286,333,1.3554553392926365e-05,1.653208895386805e-05,1.595634204187302e-05,4.794876848430931e-07
287,342,1.3554553392926365e-05,1.653208895386805e-05,1.5979910345374435e-05,4.80840037191844e-07
288,340,1.3554553392926365e-05,1.653208895386805e-05,1.5985888530155207e-05,4.88567961034012e-07
289,321,1.389876043391231e-05,1.653208895386805e-05,1.596634464959085e-05,4.83096748464336e-07
290,332,1.3077046732637181e-05,1.653208895386805e-05,1.5947069888594327e-05,5.347750381232611e-07
291,349,1.3077046732637181e-05,1.6674722241054235e-05,1.595743773472742e-05,5.345584878032853e-07
292,342,1.3160324475436778e-05,1.6674722241054235e-05,1.5939349760365958e-05,5.628659318846543e-07
293,346,1.389876043391231e-05,1.6674722241054235e-05,1.5913952819700816e-05,5.400686177949275e-07
294,343,1.389876043391231e-05,1.6674722241054235e-05,1.5869511880484038e-05,5.886805778326021e-07
295,350,1.389876043391231e-05,1.6674722241054235e-05,1.587717214547843e-05,5.836390962252522e-07
296,330,1.3582153789192198e-05,1.6674722241054235e-05,1.5893779941032682e-05,5.544509350458232e-07
297,328,1.389876043391231e-05,1.6674722241054235e-05,1.588050890195303e-05,5.836747869197564e-07
298,348,1.3984032288606773e-05,1.6674722241054235e-05,1.5899184291412946e-05,5.654456098953112e-07
299,335,1.3984032288606773e-05,1.7078370774803436e-05,1.593721932375728e-05,5.604857831645862e-07
